Protein,True_Label,Predicted_Label,Confidence,Index,is_negative_control
O57877,2.A.120,2.A.120,1.0,2019,True
J6H8T7,2.A.120,2.A.120,1.0,2026,True
P39590,2.A.122,2.A.122,0.99,2033,False
B9EX61,2.A.122,2.A.122,1.0,2038,False
KKP01475,2.A.122,2.A.122,1.0,2043,False
E4RK11,2.A.124,2.A.124,0.99,2046,False
X2JQJ2,2.A.124,2.A.124,0.99,2051,False
CEL99167,2.A.125,2.A.125,0.93,2055,True
T1YCA9,2.A.129,2.A.129,0.99,2063,True
OQJ72346,2.A.129,2.A.129,0.99,2065,True
WP_111865303,2.A.129,2.A.129,1.0,2070,True
K0K2U6,2.A.13,2.A.13,0.98,2075,True
K0P0B6,2.A.13,2.A.13,0.98,2078,True
E6XPK2,2.A.131,2.A.131,0.68,2079,True
WP_123898938,2.A.131,2.A.131,0.84,2083,True
Q465I3,2.A.133,2.A.133,1.0,2087,False
WP_049436883,2.A.133,2.A.133,1.0,2093,False
P42401,2.A.133,2.A.133,1.0,2096,False
B4AEM5,2.A.133,2.A.133,1.0,2097,False
P33231,2.A.14,2.A.14,0.89,2103,True
AOY58527,2.A.14,2.A.14,0.65,2108,True
Q4ZLW8,2.A.15,2.A.15,1.0,2111,True
P0ABC9,2.A.15,2.A.15,1.0,2112,True
P31553,2.A.15,1.A.33,0.05,2123,True
B4EY22,2.A.15,1.A.33,0.05,2124,True
T2I7A2,2.A.16,2.A.16,0.99,2132,False
T2I8Z9,2.A.16,2.A.16,0.99,2133,False
Q58172,2.A.16,2.A.8,0.09,2137,False
C4IKV8,2.A.16,2.A.16,0.59,2143,False
O07032,2.A.24,2.A.24,0.69,2148,False
Q8VS41,2.A.24,2.A.24,1.0,2151,False
Q45068,2.A.25,2.A.25,0.95,2158,True
P30143,2.A.25,2.A.25,0.95,2163,True
P19072,2.A.26,2.A.26,0.99,2164,True
P25185,2.A.26,2.A.26,0.57,2165,True
P73275,2.A.27,2.A.27,0.99,2175,True
Q1A2K9,2.A.27,2.A.8,0.1,2177,True
Q56725,2.A.33,2.A.33,0.62,2182,False
Q9S1X8,2.A.33,2.A.33,0.95,2186,False
Q9I2S5,2.A.34,2.A.34,0.86,2190,True
P27611,2.A.35,2.A.35,1.0,2191,True
Q8A897,2.A.35,2.A.35,1.0,2198,True
Q0PHV8,2.A.35,2.A.35,1.0,2202,True
P39141,2.A.41,2.A.41,0.99,2205,False
O43868,2.A.41,2.A.41,1.0,2210,False
Q9HAS3,2.A.41,2.A.41,1.0,2214,False
O00337,2.A.41,2.A.41,1.0,2219,False
Q47825,2.A.42,2.A.42,0.98,2223,True
AKM78056,2.A.42,2.A.42,0.43,2227,True
P0AAD6,2.A.42,2.A.42,1.0,2228,True
Q04671,2.A.45,2.A.45,1.0,2235,True
Q6NE56,2.A.45,2.A.45,1.0,2237,True
UYL04267,2.A.45,2.A.45,0.81,2242,True
A6WDE3,2.A.46,2.A.46,1.0,2247,True
F8A1M3,2.A.46,2.A.46,1.0,2248,True
Q2J7N2,2.A.46,2.A.46,0.99,2250,True
Q17766,2.A.48,2.A.48,0.86,2258,True
A8BIM9,2.A.48,2.A.48,0.9,2261,True
O74869,2.A.52,2.A.52,1.0,2265,True
Q48262,2.A.52,2.A.52,0.91,2266,True
O05804,2.A.52,2.A.52,0.97,2269,True
E1AW23,2.A.58,2.A.58,0.99,2284,False
B2A3B7,2.A.58,2.A.58,0.87,2289,False
A8LPG6,2.A.58,2.A.58,1.0,2290,False
RLG13389,2.A.58,2.A.58,1.0,2293,False
P0ABP3,2.A.61,2.A.8,0.13,2294,True
G7WF32,2.A.61,2.A.61,0.78,2299,True
A5PGV3,2.A.62,2.A.62,0.84,2304,True
ANA11559,2.A.62,2.A.62,1.0,2306,True
Q0VR69,2.A.68,2.A.68,0.94,2312,True
O76729,2.A.71,2.A.71,0.99,2315,True
Q9SKZ5,2.A.71,2.A.71,0.99,2321,True
M5DKB8,2.A.71,2.A.71,0.9,2323,True
P63183,2.A.72,2.A.72,0.69,2327,True
P50505,2.A.72,2.A.72,0.97,2330,True
Q0G848,2.A.72,2.A.72,0.97,2331,True
O22397,2.A.72,2.A.72,0.92,2332,True
F8D4C5,2.A.73,2.A.73,0.51,2346,False
Q61168,2.A.74,2.A.74,1.0,2348,False
M7BP63,2.A.74,2.A.74,0.96,2352,False
Q9VEW3,2.A.74,2.A.74,1.0,2354,False
G6DCT3,2.A.74,2.A.74,1.0,2356,False
P64711,2.A.75,2.A.75,0.83,2365,True
P0AG38,2.A.76,2.A.8,0.11,2368,True
G4NXW2,2.A.76,2.A.76,0.98,2374,True
D5FKJ1,2.A.76,2.A.76,0.98,2377,True
KKK40645,2.A.76,2.A.76,0.49,2379,True
Q3IPU1,2.A.77,2.A.77,0.56,2388,True
Q46892,2.A.8,2.A.8,0.13,2395,True
L8A802,2.A.8,2.A.8,1.0,2398,True
O32105,2.A.8,2.A.8,1.0,2400,True
A7ZJR5,2.A.81,2.A.81,0.98,2407,True
O52005,2.A.81,2.A.81,0.98,2410,True
A9DHE6,2.A.83,2.A.83,0.69,2413,False
P50726,2.A.87,2.A.87,0.96,2415,True
D3EWM9,2.A.87,2.A.87,0.95,2416,True
WP_147663164,2.A.87,2.A.87,0.99,2426,True
Q8NCS7,2.A.92,2.A.92,1.0,2433,False
Q12412,2.A.92,2.A.92,1.0,2436,False
B0WNM6,2.A.94,2.A.94,0.96,2440,True
XP_001033198,2.A.94,2.A.94,0.99,2443,True
O32244,2.A.95,1.A.33,0.04,2448,True
B8HLY6,2.A.95,2.A.95,0.93,2453,True
EPY33605,2.A.96,2.A.96,1.0,2463,False
W0T4M1,2.A.96,2.A.96,1.0,2464,False
WP_084729956,2.A.96,2.A.96,1.0,2466,False
NLT21186,2.A.96,2.A.96,0.74,2467,False
P91927,2.A.97,2.A.97,0.97,2473,False
Q06493,2.A.97,2.A.97,0.99,2474,False
Q1M8G8,2.A.99,2.A.99,0.98,2480,False
WP_002792498,2.A.99,2.A.99,0.98,2482,False
Q9UP52,2.B.93,2.B.93,0.58,2488,False
Q9SVZ9,2.D.1,2.D.1,0.97,2493,False
N4TIW3,2.D.1,2.D.1,0.99,2494,False
P46889,3.A.12,3.A.12,0.95,2499,False
Q3LAJ2,3.A.12,3.A.12,0.94,2505,False
P03657,3.A.13,3.A.13,0.84,2506,False
Q9FLD5,3.A.28,3.A.28,0.94,2511,True
J9HLW2,3.E.3,3.E.3,0.99,2515,True
KOO28456,3.E.3,3.E.3,0.99,2522,True
P50416,4.C.2,4.C.2,0.66,2526,False
P47075,4.E.1,4.E.1,0.95,2529,True
U6MIB1,4.E.1,4.E.1,0.96,2530,True
A4IE03,4.F.1,4.F.1,1.0,2535,False
WP_061331047,4.F.1,4.F.1,1.0,2537,False
U2ZTT2,4.F.1,4.F.1,1.0,2538,False
D8J2B2,4.F.1,4.F.1,1.0,2547,False
E5Y3Y1,4.H.1,4.H.1,0.99,2551,True
WP_106451403,4.H.1,4.H.1,0.98,2553,True
KZU99864,4.H.1,4.H.1,0.97,2554,True
Q9KV73,5.B.10,5.B.10,0.65,2561,False
RWX50390,5.B.15,5.B.15,0.63,2562,False
P49447,5.B.2,5.B.2,1.0,2566,True
Q9SWS1,5.B.2,5.B.2,1.0,2570,True
Q7SC62,5.B.2,5.B.2,1.0,2580,True
KHN35905,5.B.2,5.B.2,1.0,2581,True
PIY59600,5.B.6,5.B.6,0.78,2586,False
Q8XB73,5.B.7,5.B.7,0.47,2587,False
P11091,8.A.1,8.A.1,1.0,2598,False
Q9XDR9,8.A.1,8.A.1,0.87,2606,False
P76397,8.A.1,8.A.1,0.87,2608,False
P37636,8.A.1,8.A.1,1.0,2609,False
Q7UZ72,8.A.1,8.A.1,0.87,2610,False
P15383,8.A.10,8.A.10,0.83,2612,False
Q9D808,8.A.10,8.A.10,0.96,2614,False
XP_021364688,8.A.101,8.A.101,0.74,2620,False
Q6DBN4,8.A.102,8.A.102,1.0,2623,False
Q9ES97,8.A.102,8.A.102,1.0,2624,False
Q16799,8.A.102,8.A.102,1.0,2631,False
O15126,8.A.103,8.A.103,1.0,2638,False
S9UXC3,8.A.103,8.A.103,0.99,2647,False
EXX50183,8.A.103,8.A.103,0.99,2648,False
M5BEH1,8.A.104,8.A.104,0.13,2656,True
C5L569,8.A.104,8.A.104,0.15,2657,True
D8HIS0,8.A.104,1.A.13,0.16,2658,True
Q6MZM0,8.A.105,8.A.105,0.67,2669,False
NP_498893,8.A.108,8.A.108,1.0,2674,False
XP_011087967,8.A.108,8.A.108,0.99,2676,False
WP_130079951,8.A.11,8.A.11,0.6,2681,False
CBJ48530,8.A.111,8.A.111,0.62,2689,False
XP_022310796,8.A.111,8.A.111,0.49,2690,False
Q86TG1,8.A.113,8.A.113,0.98,2692,False
PDM67745,8.A.113,8.A.113,1.0,2697,False
XP_026683869,8.A.115,8.A.115,1.0,2706,False
KAG5184617,8.A.115,8.A.115,1.0,2709,False
XP_001748139,8.A.115,8.A.115,1.0,2717,False
WBW72430,8.A.115,8.A.115,1.0,2719,False
Q9VIM4,8.A.116,8.A.116,0.67,2723,False
Q8NFZ4,8.A.117,8.A.117,0.97,2724,False
Q8N2Q7,8.A.117,8.A.117,0.88,2725,False
Q4KMZ8,8.A.118,8.A.118,1.0,2731,False
Q8N8D7,8.A.118,8.A.118,1.0,2733,False
P37249,8.A.12,8.A.12,0.61,2741,False
Q9NQZ5,8.A.120,9.B.146,0.09,2742,False
NP_001154233,8.A.120,1.C.111,0.11,2747,False
Q20687,8.A.121,8.A.121,0.93,2755,False
Q8IZ57,8.A.122,8.A.122,0.86,2756,False
Q96NL1,8.A.122,8.A.122,0.87,2759,False
Q9P0T7,8.A.123,8.A.123,0.98,2762,False
CCD72324,8.A.123,8.A.123,0.98,2764,False
L8HG91,8.A.124,8.A.124,0.64,2771,False
XP_028543667,8.A.125,8.A.125,0.86,2774,False
XP_027796271,8.A.126,8.A.126,0.52,2780,False
XP_020477270,8.A.127,8.A.127,1.0,2784,False
XP_002606196,8.A.127,8.A.127,1.0,2787,False
XP_010212262,8.A.129,8.A.129,0.89,2790,False
WP_145057599,8.A.129,8.A.129,0.92,2792,False
O42668,8.A.13,8.A.13,0.6,2796,False
O15393,8.A.131,8.A.131,1.0,2802,True
Q9Y5Q5,8.A.131,8.A.131,1.0,2804,True
XP_007101883,8.A.131,8.A.131,1.0,2806,True
KAE8599942,8.A.133,8.A.133,0.94,2816,False
KAF0724324,8.A.133,8.A.133,0.29,2817,False
XP_030066976,8.A.133,8.A.133,0.94,2819,False
XP_023215166,8.A.134,8.A.134,0.86,2826,False
Q6IIF2,8.A.135,8.A.135,0.99,2832,False
CAB3365159,8.A.135,8.A.135,0.98,2835,False
P49407,8.A.136,8.A.136,0.98,2838,False
XP_026067171,8.A.136,8.A.136,0.98,2840,False
XP_013118024,8.A.136,8.A.136,0.98,2847,False
Q9BYF1,8.A.139,8.A.139,0.8,2851,False
Q9NPA1,8.A.14,8.A.14,0.99,2858,False
XP_004208589,8.A.140,8.A.140,0.86,2862,False
XP_027225662,8.A.140,8.A.140,0.86,2863,False
R1ELF4,8.A.141,8.A.141,0.91,2869,False
XP_009167162,8.A.143,8.A.143,0.95,2873,False
WP_144051564,8.A.144,8.A.144,0.82,2879,False
XP_001614377,8.A.145,8.A.145,0.9,2881,False
O74887,8.A.147,8.A.147,0.82,2885,False
O70260,8.A.15,8.A.15,0.59,2888,False
WP_108911559,8.A.150,8.A.150,0.82,2893,True
O43865,8.A.151,8.A.151,0.7,2896,False
OWR05854,8.A.153,8.A.153,0.94,2899,False
MBC7395593,8.A.153,8.A.153,0.91,2902,False
XP_030604870,8.A.154,8.A.154,0.78,2905,False
WP_082825104,8.A.155,8.A.155,0.99,2912,False
KAF5827728,8.A.155,8.A.155,0.99,2913,False
XP_027238363,8.A.157,8.A.157,0.96,2915,False
Q8TCQ1,8.A.159,8.A.133,0.24,2919,False
XP_001355387,8.A.159,8.A.159,0.98,2924,False
XP_032802017,8.A.159,8.A.91,0.08,2929,False
Q96GS6,8.A.161,8.A.161,0.62,2932,False
Q16790,8.A.164,8.A.164,0.62,2933,False
P91344,8.A.166,8.A.166,0.97,2935,False
PBC25928,8.A.166,8.A.166,0.97,2936,False
XP_028411903,8.A.166,8.A.166,1.0,2945,False
P02724,8.A.168,8.A.168,0.53,2946,False
CDI51009,8.A.169,8.A.169,0.98,2953,False
RKP36971,8.A.169,8.A.169,1.0,2955,False
SSD60863,8.A.169,8.A.169,0.97,2959,False
NP_001035241,8.A.17,8.A.17,0.99,2961,True
Q07699,8.A.17,8.A.17,0.38,2964,True
XP_039634131,8.A.17,1.A.33,0.08,2967,True
Q9NXB0,8.A.170,8.A.170,0.68,2975,False
Q9H0V1,8.A.171,8.A.171,0.45,2976,False
P02489,8.A.172,8.A.172,0.48,2981,False
WP_005390806,8.A.172,8.A.172,0.64,2986,False
MBE3040074,8.A.172,8.A.172,0.94,2987,False
Q9H4B7,8.A.173,8.A.173,0.64,2992,False
WP_047541184,8.A.174,8.A.174,0.58,2995,False
MBT5252923,8.A.174,8.A.174,0.85,2998,False
PIA30661,8.A.175,8.A.175,0.89,3003,False
XP_020163427,8.A.175,8.A.175,0.97,3005,False
WP_106500450,8.A.176,8.A.176,0.4,3007,False
XP_034766381,8.A.177,8.A.177,0.99,3011,False
XP_036421266,8.A.177,8.A.177,0.99,3016,False
P25641,8.A.178,8.A.178,0.78,3019,True
XP_013762242,8.A.178,1.C.132,0.89,3026,True
Q9NY47,8.A.18,8.A.18,0.93,3028,False
E7F5Q0,8.A.18,8.A.18,0.77,3029,False
GFS50581,8.A.180,8.A.180,0.63,3034,True
Q9NWH2,8.A.181,8.A.181,0.63,3036,False
XP_006692388,8.A.182,8.A.182,0.58,3041,False
KAG8719545,8.A.183,8.A.183,0.74,3046,True
ETW46879,8.A.183,8.A.183,0.75,3048,True
XP_020432384,8.A.185,8.A.185,0.99,3054,False
L0R6Q1,8.A.185,8.A.185,0.98,3055,False
O00592,8.A.187,8.A.187,0.74,3056,False
RTG88142,8.A.188,8.A.188,0.58,3060,False
OVF07687,8.A.188,8.A.188,0.98,3062,False
KJE94133,8.A.189,8.A.189,0.12,3071,False
Q4V5U6,8.A.19,8.A.19,0.59,3076,False
XP_025358723,8.A.190,8.A.190,0.9,3079,False
XP_035709607,8.A.191,8.A.191,0.99,3085,False
PXF60217,8.A.191,8.A.191,0.97,3089,False
XP_006763275,8.A.192,8.A.192,0.96,3092,False
F4IVL6,8.A.192,8.A.192,0.98,3099,False
KAG7249990,8.A.193,8.A.193,0.46,3101,False
XP_032430359,8.A.194,8.A.194,0.34,3106,True
KAG2487039,8.A.194,8.A.194,0.53,3111,True
XP_043561697,8.A.196,8.A.196,0.64,3115,True
XP_036444573,8.A.197,8.A.197,0.69,3118,False
Q01567,8.A.2,8.A.2,0.8,3122,False
E1ZNI7,8.A.20,8.A.20,0.95,3129,False
XP_005646384,8.A.20,8.A.20,0.92,3130,False
WP_198967200,8.A.201,8.A.201,0.91,3134,False
WP_075967942,8.A.201,8.A.201,0.97,3139,False
XP_042355292,8.A.202,8.A.202,0.59,3142,False
Q6PD74,8.A.203,8.A.203,0.69,3146,False
XP_014700841,8.A.204,8.A.204,0.9,3149,False
Q02487,8.A.204,8.A.204,0.92,3151,False
Q6PI78,8.A.205,8.A.205,0.93,3154,False
OLP90965,8.A.205,8.A.205,0.92,3159,False
XP_045182095,8.A.206,8.A.206,0.77,3164,False
Q8N6I4,8.A.208,8.A.208,0.98,3165,False
RDD44832,8.A.208,8.A.208,1.0,3167,False
Q9VKM7,8.A.209,8.A.209,0.4,3175,False
RHY26985,8.A.210,8.A.210,0.46,3179,False
XP_031323901,8.A.211,8.A.211,0.5,3182,False
WP_196367168,8.A.212,8.A.212,0.85,3186,False
MAH74360,8.A.213,8.A.213,0.73,3191,False
MBL4747290,8.A.213,8.A.213,0.79,3192,False
XP_035709626,8.A.214,8.A.214,0.9,3195,False
Q9BX97,8.A.215,8.A.215,0.27,3198,False
O95249,8.A.216,8.A.216,0.73,3201,False
OAO14106,8.A.216,8.A.216,0.98,3203,False
Q08289,8.A.22,8.A.22,0.88,3208,False
Q9NYP7,8.A.221,8.A.221,0.99,3211,False
KAH8773178,8.A.221,8.A.221,0.97,3217,False
P42858,8.A.222,8.A.222,0.69,3220,False
WP_117026444,8.A.223,8.A.223,0.86,3223,False
KAF2218067,8.A.225,8.A.225,0.83,3226,False
XP_035216260,8.A.226,8.A.226,0.8,3230,False
NP_651733,8.A.226,8.A.226,0.84,3234,False
XP_002671474,8.A.227,8.A.227,0.99,3236,False
KAH9401620,8.A.227,8.A.227,0.97,3240,False
WP_076222359,8.A.228,8.A.228,0.21,3244,False
RAS33480,8.A.229,8.A.229,0.27,3246,False
A0PK05,8.A.230,8.A.230,0.61,3247,False
P09758,8.A.237,8.A.237,0.68,3252,False
Q9UQF2,8.A.238,8.A.238,0.66,3255,False
H3CPN3,8.A.239,8.A.239,0.56,3259,False
G3VXE4,8.A.240,8.A.240,0.58,3261,False
P26040,8.A.25,8.A.25,0.94,3262,False
Q6ZUT3,8.A.25,8.A.25,0.62,3266,False
ANK58183,8.A.26,8.A.26,0.63,3275,False
P56539,8.A.26,8.A.26,0.96,3276,False
Q9NV96,8.A.27,8.A.27,1.0,3281,False
Q3MIR4,8.A.27,8.A.27,1.0,3282,False
Q9Z2Y3,8.A.29,8.A.29,0.69,3286,False
P55000,8.A.31,8.A.31,0.7,3289,True
P56817,8.A.32,8.A.32,0.8,3291,False
Q9I8L5,8.A.33,8.A.33,0.64,3299,False
CCE37669,8.A.35,8.A.35,0.9,3305,True
BAH03288,8.A.37,8.A.37,0.99,3308,False
P91193,8.A.38,8.A.38,0.24,3312,False
XP_014034525,8.A.39,8.A.39,0.6,3314,False
P43111,8.A.4,8.A.4,0.31,3318,False
Q5KM96,8.A.41,8.A.41,1.0,3320,False
Q871R6,8.A.41,8.A.41,1.0,3324,False
A8FE88,8.A.42,8.A.42,0.95,3328,False
R5LHN3,8.A.42,8.A.42,0.32,3332,False
Q8IYU8,8.A.44,8.A.5,0.06,3334,True
A8JGI1,8.A.44,8.A.44,0.86,3338,True
Q9U3I4,8.A.45,8.A.45,0.99,3341,False
E9BX85,8.A.45,8.A.45,0.99,3343,False
C6Y217,8.A.46,8.A.46,0.99,3349,False
Q5LEN2,8.A.46,8.A.46,0.99,3350,False
Q8A0N7,8.A.46,8.A.46,1.0,3354,False
G8ATL2,8.A.48,8.A.48,0.89,3364,False
Q887R7,8.A.48,8.A.48,0.94,3366,False
Q9UEF7,8.A.49,8.A.49,0.71,3369,False
Q14722,8.A.5,8.A.5,0.8,3372,False
P76187,8.A.5,1.A.33,0.05,3378,False
P0AAW9,8.A.50,8.A.50,0.62,3379,False
Q8N608,8.A.51,8.A.51,0.97,3381,True
KRY08793,8.A.51,8.A.104,0.06,3382,True
Q9NRR5,8.A.52,8.A.52,0.8,3386,False
E9ASH3,8.A.52,8.A.52,0.51,3388,False
C1BLC2,8.A.53,8.A.53,0.82,3394,False
Q5VZ72,8.A.55,8.A.55,0.93,3399,False
Q8MS19,8.A.57,8.A.57,0.88,3402,False
W6NBT2,8.A.57,8.A.57,0.95,3403,False
G7H3K9,8.A.58,8.A.58,1.0,3417,False
R6MVI4,8.A.58,8.A.58,1.0,3419,False
D5T4Y6,8.A.58,8.A.58,1.0,3423,False
Q9H7V2,8.A.58,8.A.58,1.0,3424,False
O28769,8.A.59,8.A.59,0.46,3426,True
Q8IV31,8.A.60,8.A.60,0.74,3429,False
P49858,8.A.61,8.A.61,1.0,3437,False
Q6PI25,8.A.61,8.A.61,1.0,3439,False
Q8TBE1,8.A.61,8.A.61,1.0,3441,False
H9JAB9,8.A.62,8.A.62,0.77,3444,False
KLT40488,8.A.63,8.A.63,0.63,3448,False
E6TG36,8.A.63,8.A.63,0.63,3452,False
A0EBH9,8.A.65,8.A.65,0.93,3454,False
E1ZS05,8.A.65,8.A.65,0.91,3457,False
O75369,8.A.66,8.A.66,0.89,3464,False
Q9UPN3,8.A.66,8.A.66,0.89,3466,False
Q8GWH3,8.A.67,8.A.67,0.61,3469,False
Q99805,8.A.68,8.A.68,1.0,3478,False
O15321,8.A.68,8.A.68,1.0,3485,False
NP_001122097,8.A.68,8.A.68,1.0,3486,False
KAF7834676,8.A.68,8.A.68,0.56,3487,False
B2KKY9,8.A.69,8.A.69,0.82,3491,True
Q0S1M9,8.A.7,8.A.7,0.99,3494,False
H1XXY9,8.A.7,8.A.7,0.99,3497,False
Q95QG3,8.A.70,8.A.70,0.93,3500,False
A9V5D8,8.A.70,8.A.70,0.84,3504,False
E3M513,8.A.71,8.A.71,0.7,3508,False
Q7TLC4,8.A.72,8.A.72,0.83,3510,False
G3AKL2,8.A.73,8.A.73,0.95,3520,False
P81450,8.A.73,8.A.73,0.95,3521,False
Q96DZ7,8.A.75,8.A.75,0.99,3524,False
O14894,8.A.75,8.A.75,0.99,3526,False
R0L4Z1,8.A.76,8.A.76,0.86,3530,False
O75173,8.A.77,8.A.77,1.0,3539,True
Q13444,8.A.77,8.A.77,1.0,3540,True
Q14TH3,8.A.77,8.A.77,1.0,3542,True
XP_054180400,8.A.78,8.A.78,0.52,3546,True
A2SGV2,8.A.79,2.A.8,0.11,3549,False
P0AA04,8.A.8,9.B.18,0.07,3550,False
H1XXZ0,8.A.8,8.A.8,0.99,3554,False
Q96FQ6,8.A.81,8.A.33,0.05,3559,False
B8ZZ34,8.A.83,8.A.83,0.97,3563,False
A2RV66,8.A.83,8.A.83,0.95,3566,False
W4YAQ7,8.A.84,8.A.84,0.84,3572,False
V5IFI8,8.A.88,8.A.88,0.99,3577,False
O14958,8.A.88,8.A.88,0.99,3578,False
Q96JJ7,8.A.88,8.A.88,0.98,3581,False
Q05839,8.A.9,8.B.31,0.1,3587,False
Q64304,8.A.9,8.A.9,0.48,3590,False
B5X967,8.A.90,8.A.90,0.86,3595,False
Q9BT76,8.A.90,8.A.90,0.89,3598,False
Q7ZWP6,8.A.91,8.A.91,0.21,3602,False
Q01590,8.A.91,8.A.91,0.33,3609,False
P93654,8.A.91,9.A.1,0.08,3613,False
W4YKR4,8.A.93,8.A.93,0.97,3619,False
Q9BZW5,8.A.93,8.A.93,0.99,3621,False
P0C862,8.A.94,8.A.94,0.99,3623,False
AOR82889,8.A.94,8.A.94,0.99,3624,False
P29310,8.A.98,8.A.98,0.23,3628,False
U1LZE8,8.A.98,8.A.98,0.51,3632,False
P27348,8.A.98,2.A.8,0.1,3635,False
WP_085304065,8.A.99,8.A.99,0.93,3640,False
P45697,8.B.1,8.B.1,1.0,3643,True
O77463,8.B.1,8.B.1,1.0,3645,True
O61668,8.B.1,8.B.1,1.0,3647,True
AME17663,8.B.1,1.A.33,0.04,3659,True
P61542,8.B.11,8.B.11,0.64,3661,False
P86716,8.B.12,8.B.12,0.93,3668,True
Q9TWF8,8.B.13,8.B.13,0.86,3669,True
C1IBY4,8.B.13,8.B.13,0.86,3670,True
B1NWT3,8.B.17,8.B.17,1.0,3680,True
ATY39987,8.B.17,8.B.17,1.0,3682,True
C0HKG8,8.B.19,8.B.19,0.99,3693,True
P81790,8.B.19,8.B.19,1.0,3694,True
P0DKS3,8.B.23,8.B.23,0.93,3696,True
C0HJT4,8.B.23,8.B.23,0.54,3699,True
Q87088,8.B.25,8.B.25,0.89,3702,False
D1FXT2,8.B.25,8.B.25,0.89,3704,False
U5NPM6,8.B.25,8.B.25,0.98,3705,False
Q86DU6,8.B.28,8.B.28,0.58,3713,True
P01523,8.B.28,8.B.28,0.69,3715,True
P83471,8.B.3,8.B.3,0.55,3723,True
P0CH54,8.B.3,8.B.5,0.69,3726,True
P55817,8.B.30,8.B.30,0.65,3731,False
Q09470,8.B.31,8.B.31,0.67,3732,False
Q86RB2,8.B.32,8.B.32,1.0,3739,True
P55963,8.B.32,8.B.32,1.0,3742,True
Q2I2R5,8.B.32,8.B.32,1.0,3743,True
P0CY81,8.B.32,8.B.32,1.0,3746,True
X5IWS1,8.B.4,8.B.4,0.85,3757,True
BAS25445,8.B.4,8.B.4,0.61,3760,True
P56633,8.B.4,8.B.4,0.73,3762,True
ATF27565,8.B.4,8.B.4,0.57,3764,True
YP_003858588,8.B.42,8.B.42,0.86,3767,False
WP_242953973,8.B.43,8.B.43,0.73,3774,False
WP_137635425,8.B.43,8.B.43,0.97,3776,False
P60992,8.B.5,8.B.5,0.94,3782,True
P0C247,8.B.5,8.B.5,0.65,3784,True
M5AY63,8.B.5,8.B.3,0.82,3787,True
B8XH25,8.B.7,8.B.7,0.75,3792,True
Q8I0L5,8.B.8,8.B.8,0.98,3794,True
P0C164,8.B.8,8.B.8,0.94,3796,True
Q8JI39,8.B.9,8.B.9,0.98,3802,False
B0X6A3,8.B.9,8.A.5,0.08,3807,False
XP_024938493,9.A.1,9.A.1,0.72,3810,False
X2JDY8,9.A.1,1.A.13,0.12,3816,False
XP_015669028,9.A.16,9.A.16,0.99,3821,False
Q9UQV4,9.A.16,9.A.16,1.0,3825,False
Q986E2,9.A.18,9.A.18,0.92,3830,False
KAG5566124,9.A.19,9.A.19,0.96,3835,False
RLN46998,9.A.19,9.A.19,0.97,3836,False
Q9HVM8,9.A.21,9.A.21,0.11,3840,False
A9NFH9,9.A.23,9.A.23,0.67,3842,False
P40100,9.A.26,9.A.26,0.82,3845,False
B0N7T4,9.A.28,9.A.28,0.87,3848,False
R9K9J9,9.A.32,9.A.32,1.0,3852,False
O31580,9.A.32,9.A.32,0.96,3860,False
WP_173774957,9.A.32,9.A.32,1.0,3864,False
Q9KW03,9.A.33,9.A.33,0.7,3866,False
P18827,9.A.35,9.A.35,0.82,3868,False
CAF0919544,9.A.35,9.A.35,0.98,3872,False
P47140,9.A.36,9.A.36,0.98,3875,False
Q9NRY6,9.A.36,9.A.36,0.98,3879,False
Q1WF75,9.A.37,9.A.37,0.67,3881,False
P64564,9.A.4,9.A.4,0.98,3883,False
S6A3A3,9.A.4,9.A.4,0.62,3887,False
RLN19043,9.A.43,9.A.43,1.0,3899,True
F4I4B0,9.A.43,9.A.43,1.0,3900,True
XP_015973699,9.A.43,9.A.43,1.0,3903,True
D4GQY8,9.A.45,9.A.45,0.6,3905,False
O75915,9.A.49,9.A.49,1.0,3908,False
G0U3Y5,9.A.49,9.A.49,1.0,3911,False
C1MVA0,9.A.49,9.A.49,1.0,3914,False
Q99WQ7,9.A.5,9.A.5,0.99,3920,False
D2YRH2,9.A.5,9.A.5,0.99,3923,False
Q2HDJ0,9.A.54,9.A.54,0.99,3926,False
Q4DTX8,9.A.54,9.A.54,0.97,3929,False
G8ZNA0,9.A.54,9.A.54,0.99,3932,False
Q9BSJ8,9.A.57,9.A.57,1.0,3936,True
Q9HCH5,9.A.57,9.A.57,1.0,3939,True
B8XCH5,9.A.57,9.A.57,0.96,3942,True
Q9R4K8,9.A.59,9.A.59,0.87,3949,False
A0DG78,9.A.6,9.A.6,0.35,3952,False
Q5BU39,9.A.66,9.A.66,0.69,3953,False
WP_042977242,9.A.7,9.A.7,0.95,3958,False
WP_061080484,9.A.7,9.A.7,0.89,3962,False
P00505,9.A.70,9.A.70,0.71,3963,False
Q99445,9.A.71,9.A.71,0.61,3964,False
XP_029234550,9.A.76,9.A.76,0.99,3968,False
ATV93525,9.A.76,9.A.76,0.99,3971,False
KAE8977401,9.A.76,9.A.76,0.92,3975,False
P43125,9.A.78,9.A.78,0.89,3978,False
XP_002765820,9.A.79,9.A.79,0.83,3985,False
XP_046907484,9.A.80,9.A.80,0.87,3988,False
MCB9895653,9.A.81,9.A.81,0.95,3992,False
Q9HFE1,9.A.9,9.A.9,0.61,3997,False
