Protein,True_Subfamily,Predicted_Subfamily,Confidence,Index,is_negative_control
O76070,1.C.77.1,1.C.63.1,0.6808754901548804,1333,False
A7IZR5,1.C.78.1,1.C.63.1,0.6808426951468006,1337,False
P46081,1.C.8.1,9.B.231.1,0.9999999999990814,1341,False
B7LAC5,1.C.80.1,8.A.211.1,0.5903900423387477,1345,False
NP_001011705,1.C.81.1,8.A.226.1,1.0,1353,False
Q9NS71,1.C.81.1,2.A.97.1,0.5207652427303561,1354,False
Q9NQX7,1.C.81.2,1.C.113.1,1.0,1357,False
WP_078474522,1.C.82.1,1.A.22.1,0.5588781768659967,1359,False
Q9ZGP5,1.C.83.1,1.B.84.1,0.5004503028641831,1361,False
F9P995,1.C.84.1,8.A.18.3,0.4070362775860308,1363,False
Q13519,1.C.89.1,8.A.68.1,0.8314131206666306,1366,False
WP_013023010,1.C.9.1,1.A.15.1,1.0,1369,False
A5H1G9,1.C.90.1,2.A.62.1,0.3962737486514293,1372,False
A0RKJ6,1.C.90.2,1.B.95.5,1.0,1374,False
A5MY21,1.C.90.3,2.A.62.1,0.3962737486514293,1378,False
P04080,1.C.91.1,1.C.136.1,0.38365692414352065,1379,False
Q15818,1.C.92.1,9.B.163.1,0.9999999998259732,1382,False
A4UVR2,1.C.93.1,1.C.136.1,0.39301139752181957,1383,False
WP_084614884,1.C.95.1,9.B.50.1,1.0,1394,False
WP_006059095,1.C.95.1,2.A.62.1,0.4036180851055431,1395,False
WP_018802519,1.C.95.1,2.A.62.1,0.4036180851055431,1396,False
NP_849177,1.C.99.1,1.B.84.1,0.5004503028641831,1401,False
QCX35176,1.C.99.2,1.B.84.1,0.5004503028641831,1404,False
XP_004616922,1.D.118.1,1.C.78.1,1.0,1407,False
XP_045930465,1.D.194.1,8.A.187.1,0.6257331456189411,1411,False
PKK88897,1.D.24.1,9.B.250.1,1.0,1417,False
NIM52277,1.D.24.1,9.A.57.1,1.0,1418,False
KUH88733,1.D.24.2,9.B.50.1,1.0,1419,False
TKY80222,1.E.1.1,1.N.5.1,0.999955466009663,1427,False
ECY3018204,1.E.1.1,1.N.5.1,0.999955466009663,1428,False
Q37895,1.E.10.1,2.A.16.3,0.5237839690629428,1432,False
B1YMD9,1.E.14.1,1.A.22.1,0.9999999999978681,1446,False
I6T8M5,1.E.14.1,1.A.22.1,0.9999999999978681,1447,False
P39591,1.E.14.1,1.A.22.1,0.9999999999978681,1448,False
P94515,1.E.14.1,1.B.84.1,0.6317477013978181,1449,False
D3S646,1.E.14.2,1.A.22.1,0.9999999913569392,1452,False
F9LWA6,1.E.16.1,2.A.16.3,0.5237839690629428,1456,False
Q44946,1.E.17.1,9.B.434.1,1.0,1461,False
B8F2U3,1.E.17.1,9.B.434.1,1.0,1462,False
WP_080684304,1.E.17.2,9.B.434.1,1.0,1464,False
M9MU75,1.E.18.1,8.A.144.1,0.9999995727852287,1474,False
ERG63474,1.E.18.1,1.C.136.1,0.38913522036729825,1475,False
WP_298535700,1.E.18.1,1.C.136.1,0.38913522036729825,1476,False
PIN93264,1.E.20.1,9.B.434.1,1.0,1481,False
EJG08371,1.E.20.1,9.B.434.1,1.0,1482,False
K9A5I7,1.E.21.1,9.B.434.1,1.0,1486,False
B1S807,1.E.21.2,9.B.434.1,1.0,1488,False
U1YCE7,1.E.23.1,1.C.136.1,0.38913522036729825,1493,False
WP_068445074,1.E.23.2,1.C.136.1,0.38913522036729825,1495,False
A7A6X9,1.E.24.1,8.A.18.3,0.40544899225686926,1500,False
E7MNX8,1.E.24.2,8.A.18.3,0.40544899225686926,1501,False
G1WGA3,1.E.24.3,8.A.18.3,0.40544899225686926,1502,False
C1D824,1.E.25.1,1.C.136.1,0.38883787413930193,1507,False
WP_083008638,1.E.25.1,1.C.136.1,0.38883787413930193,1508,False
RYC38893,1.E.25.2,1.C.136.1,0.38883787413930193,1514,False
ALA46464,1.E.25.2,1.C.136.1,0.38883787413930193,1515,False
C3GBU6,1.E.27.1,8.A.18.3,0.4072269625826466,1522,False
CRG98304,1.E.27.1,8.A.18.3,0.4072269625826466,1523,False
RYS64810,1.E.29.1,8.A.18.3,0.4128995852782103,1528,False
F9DMS4,1.E.29.2,8.A.18.3,0.4128995852782103,1534,False
QOQ37200,1.E.29.2,8.A.18.3,0.4128995852782103,1535,False
WP_116059751,1.E.29.3,8.A.18.3,0.4128995852782103,1538,False
D5CT34,1.E.33.1,8.A.18.3,0.42694101102329607,1544,False
G4FVE2,1.E.33.1,1.C.104.2,0.9663214167712679,1545,False
R4JJW4,1.E.4.1,8.A.18.3,0.4082087539981538,1549,False
ESK64892,1.E.42.1,8.A.18.3,0.40544899225686926,1555,False
QDX55601,1.E.42.1,8.A.18.3,0.40544899225686926,1556,False
WP_081276159,1.E.44.1,1.C.136.1,0.38347912848005733,1559,False
W7Wfe7,1.E.50.1,1.B.39.1,0.5885284158540907,1562,False
D4L5L5,1.E.52.1,8.A.211.1,0.5897185352414954,1564,False
C4FBP7,1.E.52.2,8.A.18.3,0.41251256624382576,1565,False
B8JFG0,1.E.52.3,8.A.211.1,0.5897185352414954,1568,False
K4WL31,1.E.53.1,2.A.15.1,1.0,1577,False
E7J6N6,1.E.53.1,2.A.15.1,1.0,1578,False
P13970,1.E.53.1,2.A.15.1,1.0,1579,False
E9U5S4,1.E.53.2,9.B.38.2,1.0,1580,False
M4K1R4,1.E.56.1,8.A.18.3,0.5074569642012966,1590,False
B0VUM9,1.E.56.1,8.A.18.3,0.5074569642012966,1591,False
K4PA82,1.E.56.1,8.A.18.3,0.5074569642012966,1592,False
Q859D9,1.E.6.1,1.B.84.1,0.6678266005797663,1595,False
KOQ79687,1.E.6.2,1.B.84.1,0.6678266005797663,1603,False
YP_009798665,1.E.6.2,1.B.84.1,0.6678266005797663,1604,False
C1D8E7,1.E.6.3,1.B.84.1,0.6678266005797663,1609,False
WLJ89320,1.E.6.3,1.B.84.1,0.6678266005797663,1610,False
WP_080520514,1.E.61.1,1.C.136.1,0.38347912848005733,1612,False
WP_006300053,1.E.62.1,8.A.18.3,0.4258811147541047,1619,False
WP_072024012,1.E.62.1,8.A.18.3,0.4258811147541047,1620,False
WP_033100758,1.E.65.1,1.C.136.1,0.49839306138095135,1626,False
WP_221178964,1.E.65.1,1.C.136.1,0.49839306138095135,1627,False
WP_077419983,1.E.7.1,8.A.18.3,0.4082087539981538,1631,False
WP_097540830,1.E.7.2,8.A.18.3,0.4082087539981538,1637,False
WP_055414402,1.E.7.2,8.A.18.3,0.4082087539981538,1638,False
MDI6753459,1.E.71.1,1.C.40.1,0.5462150097059856,1643,False
K7NTM2,1.E.8.1,2.A.131.1,0.9905811938877269,1648,False
AZU98589,1.E.8.1,2.A.131.1,0.9905811938877269,1649,False
C1A5F4,1.E.9.1,8.A.18.3,0.4379000900569411,1659,False
Q8KCM5,1.E.9.1,8.A.18.3,0.4379000900569411,1660,False
B3QMN8,1.E.9.1,8.A.18.3,0.4379000900569411,1661,False
AMQ26458,1.G.1.1,1.C.136.1,0.48509178231321193,1667,False
AFV53227,1.G.1.1,1.C.136.1,0.48509178231321193,1668,False
P03397,1.G.12.1,8.A.226.1,1.0,1669,False
Q1PDC7,1.G.12.2,9.B.250.1,0.9794253625663261,1673,False
AVM87398,1.G.14.1,9.B.50.1,1.0,1676,False
P28977,1.G.15.1,1.C.115.1,0.7749675772267834,1680,False
P04578,1.G.16.1,9.A.6.1,0.5657292070008596,1683,False
YP_009724390,1.G.18.1,1.C.2.2,0.5052248831238564,1689,False
YP_007188579,1.G.18.1,1.C.2.2,0.545068351180223,1690,False
O92765,1.G.2.1,1.C.136.1,0.48509178231321193,1698,False
Q9IH63,1.G.2.1,1.C.136.1,0.48509178231321193,1699,False
WP_150375648,1.G.2.2,9.A.35.1,1.0,1700,False
P09612,1.G.20.1,9.A.57.1,0.7662661383996151,1704,False
B8PWH4,1.G.20.2,9.B.40.1,1.0,1707,False
O36400,1.G.21.1,9.B.146.1,0.999999999999988,1710,False
AFJ15605,1.G.4.1,2.A.122.1,1.0,1715,False
G0LWX4,1.G.4.1,1.C.136.1,0.4201472831222501,1716,False
U5YDR4,1.G.5.1,1.A.107.1,0.9944579006219378,1720,False
A7XED7,1.G.6.1,8.A.153.1,1.0,1721,False
YP_002929490,1.G.8.1,8.A.51.1,0.5996850016662354,1726,False
NP_775596,1.G.9.1,9.B.163.1,1.0,1729,False
Q7ZFT7,1.G.9.2,2.A.131.1,0.531622572476754,1734,False
M4HM10,1.G.9.2,2.A.131.1,0.531622572476754,1735,False
YP_010771824,1.J.1.1,1.A.22.1,0.7219869508609736,1740,False
Q2LM93,1.K.3.1,8.A.187.1,0.698041427257308,1743,False
U3IYW3,1.L.1.1,9.B.456.1,1.0,1746,False
WP_250671306,1.M.7.1,2.A.62.1,0.3962737486514293,1751,False
WP_200664041,1.M.7.1,2.A.62.1,0.3962737486514293,1752,False
A4GRC6,1.N.3.1,1.N.3.1,0.9999999997352054,1758,False
Q4YCF6,1.N.3.1,9.A.54.1,1.0,1759,False
E5S3P2,1.N.4.1,1.A.131.1,1.0,1764,False
Q99287,1.N.5.1,1.A.138.1,0.9635866768317003,1770,False
Q6DD88,1.N.5.1,1.A.13.1,0.9709206581619185,1771,False
O00291,1.N.7.1,9.A.35.1,1.0,1772,False
A1Z713,1.R.2.1,1.C.2.1,1.0,1777,False
Q96RL7,1.R.2.1,1.C.2.1,1.0,1778,False
WP_094276346,1.S.1.1,8.A.187.1,0.5641280421007668,1788,False
6NER_A,1.S.1.1,9.B.19.1,1.0,1789,False
MBT6724251,1.S.1.1,9.B.50.1,1.0,1790,False
Q8U2E0,1.S.11.1,2.A.62.1,0.4252906402732034,1793,False
3IO0_A,1.S.2.1,1.A.22.1,0.4805932457870687,1796,False
WP_063040943,1.S.2.2,2.A.103.1,0.9999999635048649,1797,False
AAD39019,1.S.2.3,1.A.22.1,0.4805932457870687,1798,False
GCA95139,1.S.3.1,8.A.187.1,0.9316930706610499,1801,False
4OLP_A,1.S.4.1,8.A.187.1,0.5641280421007668,1802,False
P41792,1.S.5.1,1.A.22.1,0.4805932457870687,1804,False
D0LZ73,1.S.7.1,1.C.40.1,0.5463485565948651,1808,False
V5SGX5,1.S.8.1,8.A.18.3,0.4124488554515748,1811,False
WP_039622912,1.W.1.1,9.B.57.1,0.9999995913594928,1819,False
WP_073187488,1.W.1.1,8.A.51.1,1.0,1820,False
WP_115732651,1.W.10.1,8.A.187.1,0.655117519641825,1825,False
PNX53637,1.W.10.2,9.B.126.2,1.0,1827,False
AXP07702,1.W.10.3,9.B.126.2,1.0,1831,False
KQC09679,1.W.3.1,8.A.77.1,1.0,1839,False
WP_037616440,1.W.3.1,8.A.91.1,1.0,1840,False
RLG54911,1.W.3.2,9.B.404.1,1.0,1845,False
WP_155320278,1.W.3.2,9.B.50.1,1.0,1846,False
WP_140461085,1.W.4.1,1.C.63.1,0.6808754901537629,1851,False
Q76RH0,1.W.4.1,9.A.43.1,0.9994907373850997,1852,False
MAG24778,1.W.5.1,9.A.43.1,0.9999999534509298,1860,False
WP_077072253,1.W.5.1,8.A.1.1,1.0,1861,False
RLG01344,1.W.8.1,9.A.43.1,0.9999172681435208,1869,False
TXH14527,1.W.8.1,9.A.43.1,0.990947632148673,1870,False
A7XXR3,1.W.9.1,9.B.88.1,0.9999973517870966,1883,False
WP_053235977,1.W.9.1,2.A.71.2,1.0,1884,False
WP_025803616,1.W.9.1,9.A.57.1,0.9999999958173484,1885,False
RXG66789,1.W.9.1,8.A.118.1,0.9999999960103045,1886,False
HBY62778,1.W.9.2,1.C.104.2,1.0,1888,False
AXH46464,1.W.9.3,8.A.177.1,1.0,1889,False
HAM56808,1.W.9.4,8.A.18.3,0.502911422164998,1890,False
F5X5Y2,2.A.10.1,1.W.4.1,0.9999999999975002,1895,False
S4H275,2.A.10.1,2.A.16.3,0.6602107894087761,1896,False
RQM11249,2.A.100.1,9.B.88.1,0.661490765965527,1902,False
Q9I9R3,2.A.100.1,8.A.18.3,0.5034802157674853,1903,False
XP_012758493,2.A.100.2,9.A.57.1,0.9999999999874061,1905,False
C6B3K0,2.A.101.1,1.B.84.1,0.999999999999925,1907,False
WP_076734059,2.A.103.1,2.A.62.1,0.4138344733325008,1917,False
WP_082139284,2.A.103.1,8.A.88.2,1.0,1918,False
WP_071389592,2.A.103.1,1.W.8.1,1.0,1919,False
G4R961,2.A.104.1,1.C.136.1,0.4999849582519115,1921,False
H5SVY7,2.A.104.2,1.C.136.1,0.4999849582519115,1922,False
KKP64473,2.A.104.3,1.C.136.1,0.4999849582519115,1924,False
WP_089030044,2.A.107.1,1.A.22.1,0.9999999926151957,1929,False
E4RIT5,2.A.107.2,1.A.22.1,0.9999999926151957,1930,False
L8Q2C2,2.A.107.3,1.A.22.1,0.9999999926151957,1931,False
I1HMH4,2.A.109.1,8.A.144.1,1.0,1937,False
P42601,2.A.109.1,9.B.456.1,1.0,1938,False
L5DDD7,2.A.109.2,2.A.26.1,0.999999877031325,1941,False
L7KNF9,2.A.109.3,2.A.62.1,0.5177251208032636,1943,False
O05407,2.A.11.1,1.B.84.1,0.5551512233326089,1948,False
A4QA05,2.A.11.1,1.B.84.1,0.5551512233326089,1949,False
D7AXM6,2.A.11.2,1.B.84.1,0.5551512233326089,1952,False
Q4QSA9,2.A.111.1,8.A.129.1,1.0,1955,False
Q821X2,2.A.111.2,8.A.18.3,0.48476590751521226,1957,False
K2REU1,2.A.116.1,8.A.18.3,0.4072269625826466,1963,False
K6W6C5,2.A.116.1,8.A.18.3,0.4072269625826466,1964,False
Q7TUV9,2.A.116.2,8.A.18.3,0.4072269625826466,1966,False
B8I848,2.A.116.3,8.A.18.3,0.4072269625826466,1970,False
A3QJL3,2.A.117.1,1.C.136.1,0.3833966241144331,1981,False
A0B354,2.A.117.1,1.C.136.1,0.3833966241144331,1982,False
Q87QJ4,2.A.117.1,1.C.136.1,0.3833966241144331,1983,False
MBK8180943,2.A.117.2,1.C.136.1,0.3833966241144331,1986,False
WP_203595623,2.A.117.3,1.C.136.1,0.3833966241144331,1987,False
Q38YQ0,2.A.118.1,1.C.40.1,0.9999999999281217,1994,False
P39263,2.A.118.1,1.C.40.1,0.9999999999281217,1995,False
WP_069955515,2.A.119.1,8.A.18.3,0.4070362775860308,2000,False
Q8EJL9,2.A.119.1,8.A.202.1,0.9999999999991529,2001,False
WP_048118532,2.A.119.2,8.A.18.3,0.4070362775860308,2006,False
WP_092498738,2.A.119.3,2.A.103.1,1.0,2013,False
OIO63212,2.A.119.3,8.A.18.3,0.4070362775860308,2014,False
J6H8T7,2.A.120.1,8.A.211.1,0.5897185352414954,2026,False
A8MA30,2.A.120.1,8.A.211.1,0.5897185352414954,2027,False
ARG45194,2.A.120.1,8.A.211.1,0.5897185352414954,2028,False
P42102,2.A.122.1,8.A.18.3,0.5032984447545462,2035,False
WP_159220376,2.A.122.1,8.A.18.3,0.5032984447545462,2036,False
B8CB30,2.A.122.2,8.A.68.1,0.6969094658365603,2041,False
B5YN56,2.A.122.2,1.C.48.1,1.0,2042,False
KKP01475,2.A.122.3,9.A.43.1,0.5872045056379505,2043,False
C3MTK1,2.A.124.1,9.A.28.1,0.6384491191944213,2050,False
X2JQJ2,2.A.124.1,9.A.28.1,0.6384491191944213,2051,False
D2VY17,2.A.125.1,8.A.144.1,1.0,2056,False
OQJ72346,2.A.129.1,8.A.18.3,0.5033149057766453,2065,False
WP_074970406,2.A.129.1,8.A.18.3,0.5033149057766453,2066,False
WP_027108241,2.A.129.1,1.A.15.1,1.0,2067,False
WP_086951747,2.A.129.2,8.A.18.3,0.5033149057766453,2071,False
Q0PC49,2.A.13.1,1.C.40.1,0.7655813445471257,2076,False
Q0PAK3,2.A.13.1,1.C.47.3,0.5521435413000588,2077,False
K0P0B6,2.A.13.2,1.C.40.1,0.7655813445471257,2078,False
RKY32654,2.A.131.1,2.A.131.1,1.0,2084,False
RZN41577,2.A.131.1,2.A.131.1,1.0,2085,False
P42401,2.A.133.1,8.A.18.3,0.5023471001321846,2096,False
B4AEM5,2.A.133.1,8.A.18.3,0.5023471001321846,2097,False
K2JND9,2.A.133.1,8.A.18.3,0.5023471001321846,2098,False
WP_022597737,2.A.133.2,8.A.18.3,0.5023471001321846,2102,False
Q8TUV1,2.A.14.1,1.A.22.1,0.9999999999237443,2106,False
AOY58527,2.A.14.2,1.A.22.1,0.9999999999237443,2108,False
Q6IUV3,2.A.15.1,1.C.40.1,0.9999999999281217,2120,False
AIU86122,2.A.15.1,1.C.40.1,0.9999999999281217,2121,False
AJH13638,2.A.15.1,1.C.40.1,0.9999999999281217,2122,False
B7L6S9,2.A.15.2,1.C.40.1,0.9999999999281217,2125,False
P44741,2.A.16.1,2.A.16.3,1.0,2127,False
I7ZSL4,2.A.16.2,2.A.16.3,1.0,2130,False
T2I8Z9,2.A.16.3,2.A.16.3,1.0,2133,False
Q4J820,2.A.16.4,2.A.16.3,1.0,2138,False
Q9KY69,2.A.16.4,2.A.16.3,1.0,2139,False
Q9FLV9,2.A.16.5,9.B.20.3,0.9999978829845113,2141,False
WP_057757662,2.A.16.6,2.A.61.1,0.7433067572302884,2144,False
P0A2F9,2.A.24.1,1.C.40.1,0.5463485565948651,2146,False
Q8VS41,2.A.24.2,1.C.40.1,0.5463485565948651,2151,False
Q48769,2.A.24.3,1.C.63.1,0.680793102534904,2153,False
W0WFC6,2.A.25.1,1.A.22.1,0.7230321057649881,2162,False
P30143,2.A.25.1,1.A.22.1,0.7230321057649881,2163,False
F2HK99,2.A.26.1,1.A.144.1,0.6431706030646578,2172,False
P0AD99,2.A.26.1,8.A.18.3,0.5013866541155587,2173,False
K0J2V5,2.A.27.1,2.A.62.1,0.5177251208032636,2178,False
M1QJN9,2.A.27.2,2.A.62.1,0.5177251208032636,2180,False
Q9S1X8,2.A.33.1,8.A.18.3,0.5034802213468123,2186,False
XP_003075324,2.A.33.1,9.A.57.1,0.9999999999945619,2187,False
Q9I2S5,2.A.34.1,1.A.33.2,0.3936895919475868,2190,False
Q8A897,2.A.35.1,8.A.180.1,0.6426286310901691,2198,False
T1YBZ7,2.A.35.1,8.A.180.1,0.6426286310901691,2199,False
Q838P8,2.A.35.2,1.A.22.1,0.9972770044358339,2203,False
P42312,2.A.41.1,2.A.62.1,0.4231000278831542,2206,False
Q9KPL5,2.A.41.2,2.A.62.1,0.4231000278831542,2217,False
A1Z7N3,2.A.41.2,8.A.211.1,0.9999999999799623,2218,False
O00337,2.A.41.2,8.A.211.1,0.9982060838296204,2219,False
F0LJG4,2.A.42.1,2.A.62.1,0.5177251208032636,2226,False
AKM78056,2.A.42.1,2.A.62.1,0.38049547381183485,2227,False
P63340,2.A.42.2,2.A.62.1,0.5177251208032636,2232,False
WP_078436298,2.A.45.1,1.A.22.1,0.6577896236717949,2234,False
XP_015614851,2.A.45.2,2.A.45.2,1.0,2241,False
UYL04267,2.A.45.2,2.A.45.2,1.0,2242,False
A1SPN6,2.A.45.3,1.A.22.1,0.6577896236717949,2244,False
P76103,2.A.46.1,9.A.28.1,0.5053945743845332,2253,False
Q88I34,2.A.46.1,8.A.187.1,0.5064579351616593,2254,False
7TAK_A,2.A.46.1,9.A.28.1,0.5053945743845332,2255,False
A8BIM9,2.A.48.1,9.A.43.1,0.9994907661727218,2261,False
O45166,2.A.48.1,1.C.63.1,0.6808754901537629,2262,False
Q7S3L8,2.A.52.1,1.C.40.1,0.5062769366445203,2270,False
R1EDF9,2.A.52.1,1.C.104.2,0.5534957894033833,2271,False
C7PI41,2.A.52.2,1.C.47.3,0.7063430493661431,2276,False
Q7NN80,2.A.52.2,1.C.47.3,0.7063430493661431,2277,False
SFO07861,2.A.58.1,8.A.187.1,0.698041427257308,2285,False
R4VUJ8,2.A.58.1,8.A.187.1,0.698041427257308,2286,False
Q0W3W9,2.A.58.2,2.A.58.2,1.0,2292,False
RLG13389,2.A.58.2,2.A.58.2,1.0,2293,False
A5KHL1,2.A.61.1,8.A.187.1,0.5522069742262125,2297,False
C0QDE6,2.A.61.2,1.C.48.1,1.0,2301,False
A5F120,2.A.62.1,8.A.18.1,0.5285416715142035,2307,False
WP_020086767,2.A.62.1,2.A.62.1,0.9999999999999956,2308,False
Q183S2,2.A.68.1,8.A.59.1,0.47281900219117706,2313,False
A8WCI8,2.A.71.1,1.C.113.1,1.0,2318,False
V5B8W0,2.A.71.1,8.B.31.1,0.6594500242278318,2319,False
Q9XIQ7,2.A.71.2,1.C.47.3,0.7063430493661431,2325,False
Q8IBB7,2.A.71.2,9.B.434.1,1.0,2326,False
Q9CHU5,2.A.72.1,9.B.126.2,1.0,2329,False
Q0G848,2.A.72.2,1.B.84.1,0.9999999996903166,2331,False
Q9FE38,2.A.72.3,1.A.22.1,0.7219869508609736,2341,False
Q19A13,2.A.72.3,1.A.22.1,0.7219869508609736,2342,False
O49423,2.A.72.3,2.A.8.1,1.0,2343,False
F8D4C5,2.A.73.1,8.A.140.1,0.9999999620104169,2346,False
M7BP63,2.A.74.1,1.A.48.1,1.0,2352,False
XP_015987553,2.A.74.1,1.C.47.3,0.7063430493661431,2353,False
C3XYE5,2.A.74.2,9.B.366.1,0.9999999913831416,2361,False
E2B9N7,2.A.74.2,8.A.144.1,0.9999993349534608,2362,False
B5U2Z3,2.A.75.1,2.A.62.1,0.7485175795743506,2366,False
D5FKJ1,2.A.76.1,2.A.62.1,0.7485175795743506,2377,False
AKM77924,2.A.76.1,2.A.25.1,1.0,2378,False
KKK40645,2.A.76.1,1.C.40.1,0.5795733625529664,2379,False
V9RYY0,2.A.76.2,2.A.62.1,0.7485175795743506,2382,False
A3U6A7,2.A.76.3,1.C.40.1,0.5795733625529664,2383,False
Q3IPU1,2.A.77.1,8.A.211.1,0.5896806851145825,2388,False
Q8RFA1,2.A.8.1,8.A.59.1,0.47281900219117706,2401,False
Q81E21,2.A.8.1,8.A.59.1,0.47281900219117706,2402,False
H7C6B2,2.A.8.1,8.A.59.1,0.47281900219117706,2403,False
B7L824,2.A.81.1,9.A.28.1,0.5053945743845332,2408,False
Q845W9,2.A.81.1,9.A.28.1,0.5053945743845332,2409,False
A6LP55,2.A.81.2,9.A.28.1,0.5053945743845332,2411,False
P73953,2.A.83.1,1.C.40.1,0.5062769366445203,2412,False
A9DHE6,2.A.83.2,1.C.40.1,0.5062769366445203,2413,False
Q8Y5W0,2.A.87.1,8.A.211.1,0.5903900423387477,2417,False
F9LXW4,2.A.87.2,8.A.211.1,0.5903900423387477,2419,False
A9NEB8,2.A.87.3,8.A.211.1,0.5903900423387477,2422,False
Q14P12,2.A.87.4,8.A.211.1,0.5903900423387477,2425,False
AFN04413,2.A.87.5,8.A.211.1,0.5903900423387477,2428,False
Q54IJ2,2.A.92.1,9.B.88.1,0.9999999515918497,2437,False
Q94AN2,2.A.92.1,9.B.443.1,1.0,2438,False
Q9UBH6,2.A.94.1,8.A.68.1,0.9528038949677838,2444,False
P16151,2.A.94.1,1.C.63.1,0.6809261791954302,2445,False
P25743,2.A.95.1,2.A.62.1,0.42287346493866457,2452,False
B8HLY6,2.A.95.1,1.A.22.1,0.9999999926151957,2453,False
KAG2233815,2.A.96.1,1.C.63.1,0.6808754901548804,2465,False
WP_084729956,2.A.96.1,1.C.63.1,0.6808754901548804,2466,False
NLT21186,2.A.96.1,1.C.136.1,0.38347912786494165,2467,False
KXS96282,2.A.96.2,9.B.146.1,1.0,2470,False
Q6P1Q0,2.A.97.1,2.A.97.1,0.9999999999981928,2477,False
Q8I1R5,2.A.97.1,8.A.225.1,0.999928086070709,2478,False
WP_162301253,2.A.99.1,8.A.18.3,0.5050993447959435,2485,False
WP_149777770,2.A.99.1,8.A.18.3,0.5050993447959435,2486,False
Q9UP52,2.B.93.1,8.A.153.1,0.9999999134430083,2488,False
A0BM91,2.D.1.1,9.B.50.1,1.0,2496,False
Q9VC05,2.D.1.1,9.B.146.1,0.9999999999828841,2497,False
C0SP86,3.A.12.1,1.A.22.1,0.9999999913567458,2502,False
P22409,3.A.12.2,1.C.104.2,0.9999999999999993,2503,False
Q3LAJ2,3.A.12.3,8.A.104.1,1.0,2505,False
YP_008130281,3.A.13.1,1.A.22.1,0.7219869508609736,2508,False
Q9Y276,3.A.28.1,9.B.146.1,1.0,2513,False
KOO28456,3.E.3.1,1.C.136.1,0.38347912786494165,2522,False
WP_055898914,3.E.3.1,1.C.136.1,0.38347912786494165,2523,False
P50416,4.C.2.1,9.B.203.1,0.9999924693630374,2526,False
S7VV85,4.E.1.1,2.A.8.1,1.0,2531,False
Q5CWX6,4.E.1.1,9.A.57.1,1.0,2532,False
K0WKG7,4.F.1.1,8.A.187.1,0.9992912560017041,2540,False
TAJ02730,4.F.1.1,3.A.28.1,1.0,2541,False
G5SQC7,4.F.1.2,8.A.91.1,1.0,2543,False
OIO15329,4.F.1.3,8.B.31.1,1.0,2548,False
WP_051595943,4.H.1.1,4.H.1.1,1.0,2555,False
RIJ99294,4.H.1.1,4.H.1.1,1.0,2556,False
VDG77260,4.H.1.2,1.C.48.1,1.0,2560,False
Q9KV73,5.B.10.1,1.C.40.1,0.5062769366445203,2561,False
RWX50390,5.B.15.1,1.G.20.1,0.5300504808982219,2562,False
Q5D8X4,5.B.2.1,1.C.48.1,1.0,2569,False
Q9SWS1,5.B.2.1,1.G.18.1,0.9999999999998761,2570,False
A8IUR9,5.B.2.2,9.B.146.1,0.9999945266599635,2575,False
Q9SV71,5.B.2.2,9.B.146.1,0.9393725363241504,2576,False
KHN35905,5.B.2.3,1.C.48.1,1.0,2581,False
PIY59600,5.B.6.1,1.C.48.1,0.9999999999988674,2586,False
Q8XB73,5.B.7.1,1.C.40.1,0.7655813445471257,2587,False
Q7NNK2,5.B.7.2,8.B.31.1,0.7007333380006824,2588,False
F8L6Z5,5.B.7.3,1.C.40.1,0.7655813445471257,2589,False
D7C9K8,5.B.7.4,8.A.129.1,0.8121083151606254,2590,False
P37683,8.A.1.1,2.A.16.3,0.6859977808202236,2594,False
M4VE83,8.A.1.2,1.G.18.1,1.0,2596,False
OUT43425,8.A.1.3,1.A.21.1,1.0,2602,False
BAB77003,8.A.1.3,1.B.84.1,0.6094492259691834,2603,False
P36498,8.A.1.4,1.B.84.1,0.6094492259691834,2605,False
Q9XDR9,8.A.1.5,8.A.77.1,0.9993039371812096,2606,False
Q7UZ72,8.A.1.6,1.B.84.1,0.6094492259691834,2610,False
P46482,8.A.1.7,2.A.62.1,0.4138344733325008,2611,False
Q6FHJ6,8.A.10.1,1.C.63.1,0.6808754901534527,2613,False
Q9D808,8.A.10.2,1.C.63.1,0.6808754901534527,2614,False
Q9Y6H6,8.A.10.3,1.C.63.1,0.6808754901534527,2617,False
Q9WTW3,8.A.10.4,9.B.12.3,1.0,2618,False
XP_020894714,8.A.101.1,8.A.18.3,0.41124891845599887,2622,False
Q16799,8.A.102.1,9.A.43.1,0.9828579793569007,2631,False
V8NAX5,8.A.102.1,9.A.35.1,1.0,2632,False
CUV07185,8.A.102.2,1.C.63.1,0.6808752039580894,2637,False
PJF17748,8.A.103.1,8.A.18.3,0.5033149057766453,2649,False
XP_010699644,8.A.103.1,1.A.37.3,0.9999987202123554,2650,False
Q22DV9,8.A.103.1,8.A.18.3,0.5033149057766453,2651,False
P53355,8.A.104.1,9.B.366.1,1.0,2664,False
Q9BXM7,8.A.104.1,1.C.132.1,1.0,2665,False
NP_001257414,8.A.104.1,9.B.146.1,1.0,2666,False
Q6MZM0,8.A.105.1,2.A.75.1,0.9345440764894878,2669,False
Q9H902,8.A.108.1,9.A.57.1,0.9999999651362449,2677,False
Q96HR9,8.A.108.1,8.A.91.1,1.0,2678,False
WP_130079951,8.A.11.1,9.B.371.2,0.9856722346584315,2681,False
